offer_id	first_day_exposition	last_day_exposition	last_price	floor	open_plan	rooms	studio	area	kitchen_area	living_area	agent_fee	renovation	offer_type	category_type	unified_address	building_id
5614092655263516233	2016-09-16T00:00:00+03:00	2016-09-26T00:00:00+03:00	14641073.0	9	False	3	False	117.0	18.0	64.0		0.0	1	2	Россия, Санкт-Петербург, Пионерская улица, 50	3024905028418627748
4440321021702209025	2016-04-25T00:00:00+03:00	2016-10-30T00:00:00+03:00	6300000.0	4	False	2	False	65.0	12.0	32.0		8.0	1	2	Россия, Санкт-Петербург, проспект Космонавтов, 65к1	9137473764455424594
4364879917698227456	2018-04-07T00:00:00+03:00	2018-05-07T00:00:00+03:00	17000.0	4	False	1	False	35.0			50.0		2	2	Россия, Санкт-Петербург, территория Лахта, Новая улица, 7/1	4426336401622631901
7121187318691491072	2018-02-18T00:00:00+03:00	2018-05-02T00:00:00+03:00	3750000.0	10	False	1	False	37.0	8.0	17.0		11.0	1	2	Россия, Санкт-Петербург, Брюсовская улица, 3	8847897872520151401
5191521076591229441	2016-08-15T00:00:00+03:00	2017-11-02T00:00:00+03:00	6100000.0	19	False	2	False	62.7	10.08	32.48		2.0	1	2	Россия, Санкт-Петербург, Пулковское шоссе, 36к4	6690775821291646585
2554639205141191356	2017-11-15T00:00:00+03:00	2018-02-07T00:00:00+03:00	3800000.0	16	False	1	False	33.1	9.6	16.0			1	2	Россия, Санкт-Петербург, Ленинский проспект, 97к1	1861668167106654425
4072756391999618560	2016-08-12T00:00:00+03:00	2016-10-30T00:00:00+03:00	3290000.0	16	False	0	True	23.0		16.0		1.0	1	2	Россия, Санкт-Петербург, Ленинский проспект, 82к3	1861668167106619831
2967404604573610607	2017-08-07T00:00:00+03:00	2018-07-06T00:00:00+03:00	4900000.0	2	False	2	False	57.0	20.6	22.0		6.0	1	2	Россия, Ленинградская область, Ломоносовский район, Аннинское городское поселение, городской посёлок Новоселье, Красносельское шоссе, 1к1	5713669212143376997
2655350570812258048	2017-07-16T00:00:00+03:00	2018-03-02T00:00:00+03:00	18000.0	5	False	0	True	30.0		17.0	50.0	11.0	2	2	Россия, Санкт-Петербург, Бухарестская улица, 118	3947908795902790303
2150234855043561984	2017-10-05T00:00:00+03:00	2017-10-08T00:00:00+03:00	18000.0	18	False	1	False	37.0	11.0	18.0	50.0	1.0	2	2	Россия, Ленинградская область, Всеволожский район, посёлок Мурино, Новая улица, 13к2	7621053072404329978
957870008352092673	2017-12-07T00:00:00+03:00	2017-12-15T00:00:00+03:00	750000.0	2	False	1	False	40.0	8.0	17.0			1	2	Россия, Ленинградская область, Сланцевское городское поселение, Сланцы, улица Шахтерской Славы, 9	3029839184099356627
3464020066881594316	2016-01-21T00:00:00+03:00	2017-06-21T00:00:00+03:00	3649100.0	4	False	1	False	40.1	9.3	19.2		5.0	1	2	Россия, Ленинградская область, Всеволожский район, Заневское городское поселение, деревня Кудрово, Европейский проспект, 18к1	7076615050583066162
2332956270689245224	2016-04-19T00:00:00+03:00	2017-10-05T00:00:00+03:00	8015571.0	2	False	2	False	69.5	9.8	43.8		5.0	1	2	Россия, Санкт-Петербург, Кременчугская улица, 13к1	9078299753075955873
4842857800031354035	2015-10-20T00:00:00+03:00	2016-10-02T00:00:00+03:00	4500000.0	1	False	2	False	42.0	5.2	26.8		0.0	1	2	Россия, Санкт-Петербург, Пушкин, улица Генерала Хазова, 43	5095998402263564497
1157367697912292427	2016-08-15T00:00:00+03:00	2018-06-04T00:00:00+03:00	4796550.0	10	False	1	False	41.0	12.0	19.0			1	2	Россия, Санкт-Петербург, улица Адмирала Трибуца, 8	2844409614380755005
5096772131766674945	2018-07-18T00:00:00+03:00	2018-08-20T00:00:00+03:00	6140000.0	21	False	2	False	55.4					1	2	Россия, Санкт-Петербург, Антокольский переулок, 4к2	4491201478172267873
6764224802229052160	2018-02-01T00:00:00+03:00	2018-03-16T00:00:00+03:00	1350000.0	9	False	0	True	22.0					1	2	Россия, Ленинградская область, Всеволожский район, посёлок Мурино, Графская улица, 8	1555992963283513407
1159059848277301248	2016-12-07T00:00:00+03:00	2016-12-08T00:00:00+03:00	21000.0	21	False	1	False	40.0			80.0	0.0	2	2	Россия, Санкт-Петербург, посёлок Парголово, улица Михаила Дудина, 25к2	4661483057276827066
5867283855238656349	2016-05-08T00:00:00+03:00	2017-12-28T00:00:00+03:00	5073050.0	4	False	1	False	42.1	11.6	16.1		13.0	1	2	Россия, Санкт-Петербург, Кременчугская улица, 13к1	9078299753075955873
8696230666588142081	2014-11-27T00:00:00+03:00	2018-05-08T00:00:00+03:00	1600000.0	2	False	2	False	43.0	6.0	28.0		7.0	1	2	Россия, Ленинградская область, Луга, проспект Кирова, 23	2938999877533514699
5152978751829020766	2018-01-15T00:00:00+03:00	2018-04-25T00:00:00+03:00	2650000.0	3	False	1	False	31.0	5.7	16.8			1	2	Россия, Санкт-Петербург, проспект Маршала Жукова, 72к5	5167719149497945122
4985466029520375648	2016-03-21T00:00:00+03:00	2017-02-06T00:00:00+03:00	26000.0	7	False	2	False	56.0	12.0	32.0		0.0	2	2	Россия, Санкт-Петербург, Туристская улица, 38	2650778685573351429
9130800902412918273	2016-03-21T00:00:00+03:00	2016-05-15T00:00:00+03:00	12380000.0	5	False	3	False	91.0	8.0	56.0		11.0	1	2	Россия, Санкт-Петербург, улица Рубинштейна, 23	4786630476136980301
4842857800002662445	2015-04-19T00:00:00+03:00	2016-01-29T00:00:00+03:00	6500000.0	8	False	4	False	75.2	6.7	47.9		0.0	1	2	Россия, Санкт-Петербург, Народная улица, 2	6715288779590291083
5356258582258770160	2015-12-09T00:00:00+03:00	2017-08-28T00:00:00+03:00	2872785.0	1	False	2	False	50.4	10.9	27.5		0.0	1	2	Россия, Ленинградская область, Всеволожский район, Сертолово, микрорайон Черная Речка, 11	6798338878114182309
4938675823542875904	2017-06-26T00:00:00+03:00	2017-07-28T00:00:00+03:00	30000.0	7	False	2	False	55.0	10.0	33.0	80.0	11.0	2	2	Россия, Санкт-Петербург, Новосмоленская набережная, 1	9056313929674435168
1896730477085107883	2017-09-02T00:00:00+03:00	2017-09-03T00:00:00+03:00	60000.0	3	False	2	False	100.0	25.0	56.0	100.0	0.0	2	2	Россия, Санкт-Петербург, Садовая улица, 94	7410968576407948831
7896273136712181760	2016-01-25T00:00:00+03:00	2018-08-20T00:00:00+03:00	2940000.0	1	False	1	False	30.7	5.5	16.9			1	2	Россия, Санкт-Петербург, проспект Науки, 39	135582742631513786
7675192554415403265	2018-06-15T00:00:00+03:00	2018-07-06T00:00:00+03:00	4050000.0	2	False	2	False	47.0	9.6	27.2		3.0	1	2	Россия, Санкт-Петербург, улица Дыбенко, 24к1	6678405275810372301
969854649697083137	2017-11-07T00:00:00+03:00	2017-12-05T00:00:00+03:00	27000.0	3	False	3	False	65.0	7.0	42.0	50.0		2	2	Россия, Санкт-Петербург, проспект Наставников, 40к1	2264734232811938998
5335250	2015-01-12T00:00:00+03:00	2016-03-08T00:00:00+03:00	4200000.0	1	False	2	False	51.0	6.9	29.8		0.0	1	2	Россия, Санкт-Петербург, Петергоф, Суворовская улица, 13	2182966286473816840
7480808005744460800	2016-04-05T00:00:00+03:00	2016-04-10T00:00:00+03:00	35000.0	5	False	1	False	57.0	15.0	25.0	90.0	3.0	2	2	Россия, Санкт-Петербург, Новочеркасский проспект, 33	7844665691371923610
1388593046612792065	2018-04-27T00:00:00+03:00	2018-06-11T00:00:00+03:00	3500000.0	2	False	0	True	33.0					1	2	Россия, Санкт-Петербург, Пражская улица, 13	4333400727406305073
9069199666280398805	2016-06-09T00:00:00+03:00	2017-03-22T00:00:00+03:00	6800000.0	8	False	3	False	67.0	9.0	45.0		0.0	1	2	Россия, Санкт-Петербург, Сестрорецк, улица Токарева, 15	715503845009200077
2554639205169789693	2016-09-06T00:00:00+03:00	2018-08-20T00:00:00+03:00	6900000.0	2	False	2	False	62.0	16.4	31.0			1	2	Россия, Санкт-Петербург, улица Ильюшина, 8	4750621445566820234
8416893514264024787	2017-09-29T00:00:00+03:00	2017-09-29T00:00:00+03:00	35000.0	6	False	2	False	52.0	12.0	30.0	50.0	0.0	2	2	Россия, Санкт-Петербург, проспект Юрия Гагарина, 19	2101577208314194762
3498204832841876745	2016-12-14T00:00:00+03:00	2016-12-14T00:00:00+03:00	100000.0	4	False	3	False	100.0		76.0	100.0	0.0	2	2	Россия, Санкт-Петербург, 13-я линия Васильевского острова, 42	5333078886498920005
6683785681929695489	2016-10-24T00:00:00+03:00	2016-10-29T00:00:00+03:00	50000.0	11	False	2	False	80.0		45.0	30.0	1.0	2	2	Россия, Санкт-Петербург, проспект Стачек, 92к3	575569616433834351
2217933465236114177	2018-02-03T00:00:00+03:00	2018-08-20T00:00:00+03:00	4395000.0	2	False	1	False	38.7					1	2	Россия, Санкт-Петербург, Дачный проспект, 36к8	8280304085470097817
8558795879911603791	2016-01-23T00:00:00+03:00	2016-05-28T00:00:00+03:00	7500000.0	7	False	3	False	56.8	11.0	41.0		0.0	1	2	Россия, Санкт-Петербург, Пискарёвский проспект, 15	6890443058608423245
1887874101655489537	2015-04-19T00:00:00+03:00	2018-03-02T00:00:00+03:00	22000.0	2	False	1	False	27.0			60.000004		2	2	Россия, Санкт-Петербург, Моравский переулок, 3к2	1855544523040469630
5389654084376881152	2018-02-04T00:00:00+03:00	2018-04-12T00:00:00+03:00	13500.0	6	False	0	True	27.0		15.0	0.0	10.0	2	2	Россия, Ленинградская область, Всеволожский район, Заневское городское поселение, деревня Кудрово, Пражская улица, 13	910258041198520097
5592490235565355281	2017-11-27T00:00:00+03:00	2018-06-26T00:00:00+03:00	2599000.0	13	False	2	False	57.86	23.1	16.9		5.0	1	2	Россия, Ленинградская область, Тосненский район, Никольское, Октябрьская улица, 15	8419215654831328101
9174606537144082770	2017-03-06T00:00:00+03:00	2017-03-11T00:00:00+03:00	23000.0	3	False	1	False	31.0	7.0	17.0		0.0	2	2	Россия, Санкт-Петербург, Комендантский проспект, 28к2	2153540495534867831
1296792227839600384	2018-03-16T00:00:00+03:00	2018-06-01T00:00:00+03:00	23000.0	1	False	1	False	38.0					2	2	Россия, Санкт-Петербург, Новоизмайловский проспект, 101	299546603852501860
8791329801661543937	2018-08-05T00:00:00+03:00	2018-08-20T00:00:00+03:00	2220000.0	12	False	0	True	30.0		19.5			1	2	Россия, Ленинградская область, Всеволожский район, посёлок Мурино, Новая улица, 13А	1435952942574949502
2953715626754202624	2018-03-14T00:00:00+03:00	2018-05-04T00:00:00+03:00	17000.0	3	False	1	False	37.0	7.0	17.0	90.0		2	2	Россия, Санкт-Петербург, улица Верности, 26	146987104403033143
5283730786984510220	2018-01-01T00:00:00+03:00	2018-08-20T00:00:00+03:00	15105000.0	3	False	2	False	86.0	26.85	31.52		5.0	1	2	Россия, Санкт-Петербург, Петровский проспект, 5	6285574360096411023
5223569668565020929	2018-06-27T00:00:00+03:00	2018-08-20T00:00:00+03:00	4700000.0	5	False	2	False	45.7	7.0	28.3		2.0	1	2	Россия, Санкт-Петербург, улица Уточкина, 5	4741432602542781214
9069199666282188087	2017-11-04T00:00:00+03:00	2018-05-03T00:00:00+03:00	4700000.0	4	False	3	False	57.3	5.2	41.8			1	2	Россия, Санкт-Петербург, улица Зины Портновой, 1/3	3366896717893376033
6894405773627561216	2017-06-06T00:00:00+03:00	2017-06-10T00:00:00+03:00	27000.0	2	False	2	False	52.0	11.0	32.0	50.0	10.0	2	2	Россия, Санкт-Петербург, Большеохтинский проспект, 5	5155817039790692098
3063559191866162689	2017-11-20T00:00:00+03:00	2018-02-07T00:00:00+03:00	4350000.0	3	False	3	False	56.0	7.5	37.0		3.0	1	2	Россия, Санкт-Петербург, проспект Обуховской Обороны, 291к2	3083028653279129236
7942054232418161153	2017-09-14T00:00:00+03:00	2017-11-19T00:00:00+03:00	20000.0	15	False	1	False	42.0	12.0	17.0	100.0	0.0	2	2	Россия, Санкт-Петербург, посёлок Парголово, улица Михаила Дудина, 25к2	4661483057276827066
5152948738231328077	2015-05-12T00:00:00+03:00	2017-05-24T00:00:00+03:00	13332879.0	8	False	4	False	126.6	13.01	69.94		0.0	1	2	Россия, Ленинградская область, Гатчина, Пушкинское шоссе, 13к3	3630914551872455849
3931399735803172558	2017-03-13T00:00:00+03:00	2018-02-08T00:00:00+03:00	3850000.0	2	False	2	False	43.0	6.0	29.0		0.0	1	2	Россия, Санкт-Петербург, Железноводская улица, 15	7303267473909932435
9174606537143963506	2016-08-12T00:00:00+03:00	2016-10-14T00:00:00+03:00	21000.0	13	False	2	False	56.0	11.0	34.0		0.0	2	2	Россия, Санкт-Петербург, улица Доблести, 20	204782165050658062
6300461494542469289	2017-01-18T00:00:00+03:00	2018-02-07T00:00:00+03:00	3950000.0	5	False	2	False	46.0	6.0	31.0		0.0	1	2	Россия, Санкт-Петербург, Пражская улица, 7к2	5208214033628558174
5639023998024352050	2018-07-19T00:00:00+03:00	2018-08-15T00:00:00+03:00	6503549.0	18	False	2	False	60.3	17.46	29.57		5.0	1	2	Россия, Санкт-Петербург, проспект Александровской Фермы, 2	8558908009649388676
180937727290472696	2016-05-16T00:00:00+03:00	2017-01-12T00:00:00+03:00	2900000.0	7	False	1	False	37.3	8.5	17.2		0.0	1	2	Россия, Санкт-Петербург, Октябрьская набережная, 124к2	4742923692073187809
5496940045879941121	2018-08-06T00:00:00+03:00	2018-08-20T00:00:00+03:00	5500000.0	7	False	3	False	59.0	5.7			11.0	1	2	Россия, Санкт-Петербург, улица Стойкости, 19к1	132296357019474660
3160214	2015-07-06T00:00:00+03:00	2016-09-22T00:00:00+03:00	5450000.0	3	False	2	False	49.7	9.2	38.0		3.0	1	2	Россия, Санкт-Петербург, улица Белинского, 6	3764706254324021800
5176139890131323630	2018-06-14T00:00:00+03:00	2018-07-02T00:00:00+03:00	3712200.0	5	False	1	False	40.35		14.0			1	2	Россия, Санкт-Петербург, посёлок Парголово, Заречная улица, 41	4109971382256730669
2459885265563802368	2018-02-14T00:00:00+03:00	2018-06-09T00:00:00+03:00	19000.0	12	False	1	False	33.7					2	2	Россия, Ленинградская область, Всеволожский район, посёлок Мурино, Новая улица, 7к4	1435952942574912763
1896730478855377290	2016-12-20T00:00:00+03:00	2017-06-21T00:00:00+03:00	40000.0	11	False	2	False	65.0	16.0	42.0	100.0	0.0	2	2	Россия, Санкт-Петербург, улица Асафьева, 7	4757043986750923535
7171761374357006180	2015-07-19T00:00:00+03:00	2016-03-23T00:00:00+03:00	3383629.0	17	False	1	False	29.1	5.0	18.8		5.0	1	2	Россия, Санкт-Петербург, Рыбацкий проспект, 18	4407764451986639758
7569503710601350670	2017-10-14T00:00:00+03:00	2018-08-20T00:00:00+03:00	5950000.0	7	False	2	False	60.0					1	2	Россия, Санкт-Петербург, Новоколомяжский проспект, 16/8	1813988382198581803
5175901685915615402	2018-03-13T00:00:00+03:00	2018-07-30T00:00:00+03:00	35000.0	1	False	1	False	30.0	8.0	16.0	100.0		2	2	Россия, Санкт-Петербург, улица Лизы Чайкиной, 17	907118391255837939
8334189518795119362	2017-07-11T00:00:00+03:00	2018-08-20T00:00:00+03:00	4000000.0	4	False	2	False	46.5			0.0		1	2	Россия, Санкт-Петербург, улица Софьи Ковалевской, 1к2	1913191560828153986
2069848543326312687	2016-07-01T00:00:00+03:00	2016-12-09T00:00:00+03:00	2667768.0	14	False	2	False	35.0	15.0	13.0		0.0	1	2	Россия, Ленинградская область, Всеволожский район, Заневское городское поселение, деревня Кудрово, Европейский проспект, 14к5	7076615050583062322
288756829738477824	2016-05-20T00:00:00+03:00	2016-07-01T00:00:00+03:00	3700000.0	4	False	1	False	37.5	12.2	17.3		0.0	1	2	Россия, Ленинградская область, Всеволожский район, поселок Мурино, Привокзальная площадь, 5Ак1	3861208821499320252
5152213486699064974	2016-09-21T00:00:00+03:00	2017-01-17T00:00:00+03:00	2754839.0	22	False	1	False	27.8		19.7		0.0	1	2	Россия, Санкт-Петербург, Русановская улица	6369904979293770833
4842857800068477495	2016-09-28T00:00:00+03:00	2017-06-13T00:00:00+03:00	6300000.0	1	False	3	False	71.0	11.2	42.6		0.0	1	2	Россия, Санкт-Петербург, улица Савушкина, 130к2	3173654661061911615
5586480557206921984	2018-06-28T00:00:00+03:00	2018-08-14T00:00:00+03:00	18000.0	10	False	1	False	41.0	12.0	18.0	25.0		2	2	Россия, Санкт-Петербург, Ленинский проспект, 57к2	1861668167106535262
2479007725641768448	2018-03-01T00:00:00+03:00	2018-03-07T00:00:00+03:00	40000.0	7	False	1	False	79.0	11.0	49.0	50.0		2	2	Россия, Санкт-Петербург, Малая Бухарестская улица, 10к1	1288149453040419511
5660553206670489010	2014-12-11T00:00:00+03:00	2018-08-20T00:00:00+03:00	30985600.0	20	False	4	False	168.4	27.01	88.08			1	2	Россия, Санкт-Петербург, Ушаковская набережная, 3к2	2382674064396192368
8257118872288032619	2017-09-26T00:00:00+03:00	2017-10-27T00:00:00+03:00	55000.0	4	False	2	False	70.0	15.0	38.0	50.0	0.0	2	2	Россия, Санкт-Петербург, площадь Островского, 5	9119999775291833909
3484432922904961024	2018-08-12T00:00:00+03:00	2018-08-20T00:00:00+03:00	15000.0	1	False	1	False	32.0	6.0	18.0	100.0	11.0	2	2	Россия, Ленинградская область, Всеволожский район, Сертолово, Парковая улица, 1	377792244370959008
160868154199037441	2018-06-25T00:00:00+03:00	2018-08-20T00:00:00+03:00	8000000.0	15	False	3	False	75.0	10.2	44.0			1	2	Россия, Санкт-Петербург, Парашютная улица, 65	6764007629705051438
236598634266917143	2017-12-19T00:00:00+03:00	2017-12-20T00:00:00+03:00	17000.0	9	False	1	False	40.0	8.0	19.0	50.0	11.0	2	2	Россия, Санкт-Петербург, Авангардная улица, 6к2	4230586404181459516
7569506429740876516	2018-04-25T00:00:00+03:00	2018-05-24T00:00:00+03:00	17000000.0	4	False	3	False	128.0	15.0	76.0		6.0	1	2	Россия, Санкт-Петербург, улица Композиторов, 10	5893539674528018841
7258486944646857598	2017-12-01T00:00:00+03:00	2018-08-20T00:00:00+03:00	5140000.0	4	False	3	False	56.0	9.9	32.0			1	2	Россия, Санкт-Петербург, Опочинина улица, 7	6738999598636024301
9174606537142149138	2016-04-20T00:00:00+03:00	2017-04-15T00:00:00+03:00	30000.0	11	False	1	False	43.0	15.0	22.0		0.0	2	2	Россия, Санкт-Петербург, Пулковская улица, 8К5	7607343749731170570
2554639205114348552	2015-06-30T00:00:00+03:00	2018-02-07T00:00:00+03:00	5200000.0	1	False	3	False	75.0	13.4	47.9		0.0	1	2	Россия, Санкт-Петербург, Ломоносов, улица Победы, 11	210509245274681047
5155434146137123598	2018-02-02T00:00:00+03:00	2018-02-25T00:00:00+03:00	48000.0	12	False	2	False	75.0	20.0	45.0	100.0		2	2	Россия, Санкт-Петербург, проспект Энгельса, 93	274701856355833106
5153034022896622341	2017-09-12T00:00:00+03:00	2018-02-08T00:00:00+03:00	2800000.0	5	False	2	False	45.0	8.3	26.8		0.0	1	2	Россия, Ленинградская область, Всеволожский район, посёлок Мурино, Оборонная улица, 14	1871524708678970407
8824874158770463150	2017-11-26T00:00:00+03:00	2018-02-08T00:00:00+03:00	4300000.0	16	False	1	False	39.9	10.2	16.4	0.0		1	2	Россия, Санкт-Петербург, Искровский проспект, 29к2	4006451436498154856
7184826646547284225	2017-10-25T00:00:00+03:00	2018-02-08T00:00:00+03:00	2950000.0	2	False	1	False	37.0	9.0	18.0		3.0	1	2	Россия, Санкт-Петербург, проспект Большевиков, 45	2009911364845740036
1896730478001267499	2017-06-30T00:00:00+03:00	2017-07-01T00:00:00+03:00	75000.0	2	False	3	False	80.0		47.0	100.0	0.0	2	2	Россия, Санкт-Петербург, Невский проспект, 88	5857261474356074258
2117048137672007936	2017-07-05T00:00:00+03:00	2017-07-19T00:00:00+03:00	2150000.0	4	False	1	False	33.0	5.0	17.0		0.0	1	2	Россия, Ленинградская область, Всеволожский район, поселок городского типа имени Свердлова, микрорайон Свердлова-1, 40А	6096044629658035442
7628260672396873678	2018-03-13T00:00:00+03:00	2018-04-17T00:00:00+03:00	3900000.0	1	False	1	False	38.0	6.0	22.0			1	2	Россия, Санкт-Петербург, Тихорецкий проспект, 11	7296591350392108371
9069199666259096194	2014-12-10T00:00:00+03:00	2016-02-12T00:00:00+03:00	9200000.0	4	False	2	False	70.0	11.0	38.0		0.0	1	2	Россия, Санкт-Петербург, Пушкинский район, Пушкин, Малиновская улица, 11	1129134397752729510
9174606537144835970	2017-10-19T00:00:00+03:00	2018-05-19T00:00:00+03:00	4100000.0	6	False	2	False	60.6	11.0	32.4			1	2	Россия, Ленинградская область, Всеволожск, микрорайон Южный, улица Доктора Сотникова, 19	2624586177104354028
5141797489724340435	2017-05-25T00:00:00+03:00	2017-07-13T00:00:00+03:00	22000.0	10	False	2	False	56.0	10.0	30.0		0.0	2	2	Россия, Санкт-Петербург, Малая Карпатская улица, 9к1	2548781355887508009
5517468696460181248	2018-08-05T00:00:00+03:00	2018-08-19T00:00:00+03:00	42000.0	1	False	1	False	35.6		17.6	0.0	10.0	2	2	Россия, Санкт-Петербург, Синопская набережная, 30Б	3231425949468817277
5433242580899189025	2017-05-19T00:00:00+03:00	2017-08-10T00:00:00+03:00	80000.0	6	False	3	False	114.0		80.0	0.0	0.0	2	2	Россия, Санкт-Петербург, улица Писарева, 10	479771584865641716
1472433263392092160	2017-06-07T00:00:00+03:00	2017-07-09T00:00:00+03:00	32000.0	5	False	3	False	70.0	14.0	49.0	50.0	3.0	2	2	Россия, Санкт-Петербург, проспект Наставников, 41к1	2264734232811939959
6299009708806337809	2016-02-09T00:00:00+03:00	2017-07-10T00:00:00+03:00	23000.0	9	False	1	False	40.0	11.0	18.0		0.0	2	2	Россия, Санкт-Петербург, Светлановский проспект, 103	5263501251510395142
3413663652761886720	2016-12-06T00:00:00+03:00	2016-12-10T00:00:00+03:00	21000.0	1	False	2	False	45.0				11.0	2	2	Россия, Санкт-Петербург, Петергоф, Озерковая улица, 55к2	6053955221850780505
8462871159799323440	2018-01-18T00:00:00+03:00	2018-06-04T00:00:00+03:00	22000.0	2	False	1	False	40.0	12.0	18.0	90.0	11.0	2	2	Россия, Санкт-Петербург, Фермское шоссе, 36к7	6823929411534540928
5961552377951781888	2016-09-29T00:00:00+03:00	2016-10-03T00:00:00+03:00	3500000.0	15	False	0	True	22.0		10.0		0.0	1	2	Россия, Ленинградская область, Тосненский район, Никольское, Первомайская улица, 17	6243713663691877612
8778027206620375041	2017-01-05T00:00:00+03:00	2017-01-25T00:00:00+03:00	18000.0	18	False	1	False	33.0	8.0	16.0	50.0	3.0	2	2	Россия, Санкт-Петербург, Пушкинский район, посёлок Шушары, Новгородский проспект, 10	8031093042107054682
6249855069674023936	2017-11-22T00:00:00+03:00	2017-12-12T00:00:00+03:00	23000.0	3	False	1	False	37.0	7.0	18.0		10.0	2	2	Россия, Санкт-Петербург, Гражданский проспект, 75к1	8612452603829768685
5141797489723596621	2016-06-27T00:00:00+03:00	2016-07-22T00:00:00+03:00	19000.0	4	False	1	False	49.0	15.0	20.0		0.0	2	2	Россия, Санкт-Петербург, улица Софьи Ковалевской, 20к1	3968706164545050560
7521218900087624631	2016-05-23T00:00:00+03:00	2016-06-03T00:00:00+03:00	28000.0	6	False	2	False	49.0	8.0	2.0	50.0	0.0	2	2	Россия, Санкт-Петербург, Будапештская улица, 3	1753781622331060625
2352931233271652609	2018-04-12T00:00:00+03:00	2018-08-20T00:00:00+03:00	5500000.0	11	False	3	False	67.0	11.0	42.0		3.0	1	2	Россия, Санкт-Петербург, Ленинский проспект, 92/1	1861668167106617535
8867625832375973380	2018-06-14T00:00:00+03:00	2018-07-10T00:00:00+03:00	70000.0	9	False	3	False	100.0	14.0	54.0	50.0		2	2	Россия, Санкт-Петербург, набережная реки Смоленки, 3к2	2678053774031074090
4195473394351768833	2018-03-29T00:00:00+03:00	2018-05-16T00:00:00+03:00	27000.0	6	False	2	False	54.0	10.0	34.0	50.0		2	2	Россия, Санкт-Петербург, Бассейная улица, 85	1947435343262898428
4708999430583363841	2018-06-27T00:00:00+03:00	2018-08-11T00:00:00+03:00	3820000.0	9	False	0	True	31.59				3.0	1	2	Россия, Санкт-Петербург, территория Усть-Славянка, Советский проспект, 34к3	7446714165847924429
9174606537143909792	2016-06-25T00:00:00+03:00	2016-10-01T00:00:00+03:00	8950000.0	9	False	2	False	85.0	14.0	41.0		0.0	1	2	Россия, Санкт-Петербург, Большеохтинский проспект, 9	5155817039790692094
6260945504884166851	2014-11-27T00:00:00+03:00	2016-07-25T00:00:00+03:00	27665000.0	16	False	3	False	164.0	22.0	86.0		0.0	1	2	Россия, Санкт-Петербург, Свердловская набережная, 58А	5917543958366039686
3376106656070971583	2016-04-09T00:00:00+03:00	2017-05-31T00:00:00+03:00	31000.0	8	False	3	False	75.0	19.0	50.0	100.0	0.0	2	2	Россия, Санкт-Петербург, улица Черкасова, 8к1	8384207872321116702
742490913212503041	2017-11-20T00:00:00+03:00	2018-04-19T00:00:00+03:00	8000000.0	3	False	3	False	80.0	11.5	52.0			1	2	Россия, Санкт-Петербург, 1-я Красноармейская улица, 18	5092129736096683896
5152264856293132477	2018-05-29T00:00:00+03:00	2018-06-09T00:00:00+03:00	35000.0	12	False	1	False	34.0	9.8	14.0	100.0		2	2	Россия, Санкт-Петербург, Туристская улица, 10	2650778685573351359
3375339906941378107	2017-02-28T00:00:00+03:00	2017-03-01T00:00:00+03:00	70000.0	5	False	3	False	100.0	14.0	73.0	100.0	0.0	2	2	Россия, Санкт-Петербург, Гаванская улица, 16	4518918858627106995
3376106656722971730	2016-06-14T00:00:00+03:00	2017-05-26T00:00:00+03:00	34900.0	4	False	2	False	75.0	14.0	40.0	100.0	0.0	2	2	Россия, Санкт-Петербург, Лыжный переулок, 8к1	3174938286544507217
1086298831758708480	2018-02-28T00:00:00+03:00	2018-03-20T00:00:00+03:00	3700000.0	9	False	1	False	36.4	7.2	21.6		3.0	1	2	Россия, Санкт-Петербург, Гражданский проспект, 19к1	8612452603829943587
1576799417085025025	2018-05-24T00:00:00+03:00	2018-06-12T00:00:00+03:00	26000.0	11	False	1	False	40.0	12.0	20.0	50.0	10.0	2	2	Россия, Санкт-Петербург, Туристская улица, 30к1	1747634664072626164
7568841808380554311	2018-07-23T00:00:00+03:00	2018-08-20T00:00:00+03:00	5450000.0	8	False	1	False	46.0	13.8	18.5			1	2	Россия, Санкт-Петербург, Ленинский проспект, 88	2190208629105094148
1583202797297373101	2016-07-19T00:00:00+03:00	2016-07-27T00:00:00+03:00	20000.0	2	False	1	False	29.9	10.0	13.0		0.0	2	2	Россия, Санкт-Петербург, посёлок Парголово, улица Фёдора Абрамова, 8	301711797463483973
3375339908595639762	2017-05-15T00:00:00+03:00	2017-05-16T00:00:00+03:00	32000.0	10	False	1	False	45.0			100.0	0.0	2	2	Россия, Санкт-Петербург, Дачный проспект, 2к1	7468624802346935459
8281754630558541599	2017-10-01T00:00:00+03:00	2018-01-13T00:00:00+03:00	4424700.0	1	False	2	False	63.21	10.68	34.69			1	2	Россия, Санкт-Петербург, Петергоф, Парковая улица, 20к3с3	8408572400399082635
4155897	2015-10-06T00:00:00+03:00	2016-06-20T00:00:00+03:00	9497000.0	3	False	3	False	88.3	9.1	57.9		1.0	1	2	Россия, Санкт-Петербург, улица Чайковского, 1	4268392067470407537
8357325896514137186	2018-08-06T00:00:00+03:00	2018-08-20T00:00:00+03:00	4600000.0	3	False	2	False	62.2	10.8	34.4	0.0		1	2	Россия, Санкт-Петербург, Пискарёвский проспект, 159к6	2178893236353402680
